
----------------------------------------------- [START 2024-09-03 14:38:06] ---------------------------------------------------

** start training target model! **
--------|------------- VALID -------------|--- classifier ---|------ Current Best ------|--------------|
  iter  |   loss   top-1   HTER    AUC    |   loss   top-1   |   top-1   HTER    AUC    |    time      |
   9.0  |  0.509  85.366  14.627  92.609  |   0.037  98.508  |  93.902   6.120  98.887  |  0 hr 21 min   0
  10.0  |  0.899  83.049  16.940  91.577  |   0.034  98.603  |  93.902   6.120  98.887  |  0 hr 23 min   0
  11.0  |  3.590  72.073  27.832  84.764  |   0.032  98.680  |  93.902   6.120  98.887  |  0 hr 26 min   0
  12.0  |  1.631  88.780  11.349  96.323  |   0.031  98.755  |  93.902   6.120  98.887  |  0 hr 28 min   0
  13.0  |  1.100  94.634   5.373  98.583  |   0.029  98.826  |  94.634   5.373  98.583  |  0 hr 31 min   0
  14.0  |  0.898  88.415  11.566  95.200  |   0.028  98.891  |  94.634   5.373  98.583  |  0 hr 33 min   0
  15.0  |  0.951  90.854   9.181  96.932  |   0.027  98.945  |  94.634   5.373  98.583  |  0 hr 35 min   0
  16.0  |  0.126  93.049   6.940  98.408  |   0.025  98.991  |  94.634   5.373  98.583  |  0 hr 38 min   0
  17.0  |  0.520  91.585   8.434  97.448  |   0.025  99.029  |  94.634   5.373  98.583  |  0 hr 40 min   0
  18.0  |  0.730  91.585   8.434  96.545  |   0.024  99.060  |  94.634   5.373  98.583  |  0 hr 43 min   0
  19.0  |  0.506  86.098  13.880  93.115  |   0.023  99.095  |  94.634   5.373  98.583  |  0 hr 45 min   0
  20.0  |  2.245  94.024   6.360  98.355  |   0.022  99.130  |  94.634   5.373  98.583  |  0 hr 47 min   0
  21.0  |  0.487  84.512  15.446  92.770  |   0.022  99.147  |  94.634   5.373  98.583  |  0 hr 50 min   0
  22.0  |  0.474  83.171  16.867  92.030  |   0.021  99.174  |  94.634   5.373  98.583  |  0 hr 52 min   0
  23.0  |  1.947  80.244  19.855  89.832  |   0.021  99.196  |  94.634   5.373  98.583  |  0 hr 54 min   0
  24.0  |  0.455  82.439  17.614  92.765  |   0.020  99.218  |  94.634   5.373  98.583  |  0 hr 57 min   0
  25.0  |  0.857  87.683  12.313  95.783  |   0.020  99.241  |  94.634   5.373  98.583  |  0 hr 59 min   0
  26.0  |  1.154  87.683  12.313  95.759  |   0.019  99.263  |  94.634   5.373  98.583  |  1 hr 01 min   0
  27.0  |  0.658  88.293  11.639  96.379  |   0.019  99.284  |  94.634   5.373  98.583  |  1 hr 04 min   0
  28.0  |  1.361  85.366  14.627  94.501  |   0.018  99.302  |  94.634   5.373  98.583  |  1 hr 06 min   0
  29.0  |  1.612  89.146  10.819  96.602  |   0.018  99.311  |  94.634   5.373  98.583  |  1 hr 09 min   0
  30.0  |  1.271  88.415  11.566  96.017  |   0.018  99.326  |  94.634   5.373  98.583  |  1 hr 11 min   0
  31.0  |  0.681  90.732   9.253  97.501  |   0.018  99.341  |  94.634   5.373  98.583  |  1 hr 13 min   0
  32.0  |  1.816  85.488  14.554  92.368  |   0.017  99.351  |  94.634   5.373  98.583  |  1 hr 16 min   0
  33.0  |  0.753  87.561  12.386  95.198  |   0.017  99.361  |  94.634   5.373  98.583  |  1 hr 18 min   0
  34.0  |  0.428  86.341  13.735  94.970  |   0.017  99.374  |  94.634   5.373  98.583  |  1 hr 20 min   0
  35.0  |  1.124  82.317  17.687  93.086  |   0.016  99.388  |  94.634   5.373  98.583  |  1 hr 23 min   0
  36.0  |  0.680  88.293  11.639  95.523  |   0.016  99.402  |  94.634   5.373  98.583  |  1 hr 25 min   0
  37.0  |  0.687  83.902  16.120  91.423  |   0.016  99.412  |  94.634   5.373  98.583  |  1 hr 28 min   0
